yearID,franchID,lgID,divID,parkID,lgIDST,parkIDST,teamName,location,nickname,teamAbrFG,teamAbrBR,teamAbrLahman,teamAbrLahman45,teamAbrRetro,teamAbrMLB,teamCodeMLB
1971,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1971,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1971,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1971,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1971,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1971,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1971,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1971,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1971,18,AL,E,WAS10,,,Washington Senators,Washington,Senators,WAS,WSA,WS2,WS2,WS2,WAS,ws2
1971,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1971,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1971,21,AL,W,KAN05,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1971,22,AL,W,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1971,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1971,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1972,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1972,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1972,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1972,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1972,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1972,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1972,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1972,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1972,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1972,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1972,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1972,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1972,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1972,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1972,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1972,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1972,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1972,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1972,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1972,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1972,21,AL,W,KAN05,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1972,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1972,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1972,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1973,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1973,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1973,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1973,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1973,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1973,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1973,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1973,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1973,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1973,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1973,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1973,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1973,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1973,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1973,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1973,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1973,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1973,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1973,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1973,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1973,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1973,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1973,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1973,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1974,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1974,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1974,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1974,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1974,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1974,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1974,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1974,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1974,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1974,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1974,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1974,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1974,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1974,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1974,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1974,16,AL,E,NYC17,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1974,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1974,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1974,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1974,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1974,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1974,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1974,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1974,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1975,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1975,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1975,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1975,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1975,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1975,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1975,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1975,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1975,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1975,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1975,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1975,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1975,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1975,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1975,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1975,16,AL,E,NYC17,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1975,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1975,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1975,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1975,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1975,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1975,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1975,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1975,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1976,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1976,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1976,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1976,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1976,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1976,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1976,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1976,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1976,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1976,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1976,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1976,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1976,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1976,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1976,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1976,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1976,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1976,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1976,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1976,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1976,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1976,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1976,23,NL,E,MON01,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1976,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1977,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1977,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1977,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1977,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1977,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1977,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1977,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1977,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1977,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1977,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1977,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1977,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1977,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1977,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1977,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1977,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1977,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1977,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1977,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1977,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1977,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1977,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1977,23,NL,E,MON02,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1977,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1977,25,AL,W,SEA02,,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
1977,26,AL,E,TOR01,,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
1978,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1978,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1978,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1978,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1978,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1978,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1978,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1978,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1978,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1978,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1978,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1978,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1978,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1978,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1978,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1978,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1978,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1978,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1978,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1978,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1978,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1978,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1978,23,NL,E,MON02,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1978,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1978,25,AL,W,SEA02,,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
1978,26,AL,E,TOR01,,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
1979,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1979,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1979,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1979,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1979,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1979,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1979,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1979,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1979,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
1979,10,AL,E,BOS07,,,Boston Red Sox,Boston,Red Sox,BOS,BOS,BOS,BOS,BOS,BOS,bos
1979,11,AL,W,CHI10,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1979,12,AL,E,CLE07,,,Cleveland Indians,Cleveland,Indians,CLE,CLE,CLE,CLE,CLE,CLE,cle
1979,13,AL,E,DET04,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1979,14,AL,W,MIN02,,,Minnesota Twins,Minnesota,Twins,MIN,MIN,MIN,MIN,MIN,MIN,min
1979,15,AL,W,OAK01,,,Oakland Athletics,Oakland,Athletics,OAK,OAK,OAK,OAK,OAK,OAK,oak
1979,16,AL,E,NYC16,,,New York Yankees,New York,Yankees,NYY,NYY,NYA,NYA,NYA,NYY,nya
1979,17,AL,W,ANA01,,,California Angels,California,Angels,CAL,CAL,CAL,CAL,CAL,CAL,cal
1979,18,AL,W,ARL01,,,Texas Rangers,Texas,Rangers,TEX,TEX,TEX,TEX,TEX,TEX,tex
1979,19,NL,W,HOU02,,,Houston Astros,Houston,Astros,HOU,HOU,HOU,HOU,HOU,HOU,hou
1979,20,NL,E,NYC17,,,New York Mets,New York,Mets,NYM,NYM,NYN,NYN,NYN,NYM,nyn
1979,21,AL,W,KAN06,,,Kansas City Royals,Kansas City,Royals,KCR,KCR,KCA,KCA,KCA,KC,kca
1979,22,AL,E,MIL05,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML4,MIL,MIL,MIL,ml4
1979,23,NL,E,MON02,,,Montreal Expos,Montreal,Expos,MON,MON,MON,MON,MON,MON,mon
1979,24,NL,W,SAN01,,,San Diego Padres,San Diego,Padres,SDP,SDP,SDN,SDN,SDN,SD,sdn
1979,25,AL,W,SEA02,,,Seattle Mariners,Seattle,Mariners,SEA,SEA,SEA,SEA,SEA,SEA,sea
1979,26,AL,E,TOR01,,,Toronto Blue Jays,Toronto,Blue Jays,TOR,TOR,TOR,TOR,TOR,TOR,tor
1980,1,NL,W,ATL01,,,Atlanta Braves,Atlanta,Braves,ATL,ATL,ATL,ATL,ATL,ATL,atl
1980,2,NL,E,CHI11,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1980,3,NL,W,CIN08,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1980,4,NL,E,PIT07,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1980,5,NL,E,STL09,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1980,6,NL,E,PHI12,,2525.0,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1980,7,NL,W,SFO02,,,San Francisco Giants,San Francisco,Giants,SFG,SFG,SFN,SFN,SFN,SF,sfn
1980,8,NL,W,LOS03,,,Los Angeles Dodgers,Los Angeles,Dodgers,LAD,LAD,LAN,LAN,LAN,LA,lan
1980,9,AL,E,BAL11,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BAL,BAL,BAL,BAL,bal
